station_id,name,lon,lat,elev_m,tzname,state
ESN,Easton,-76.069,38.8041667,21.9,America/New_York,MD
FME,Fort Meade,-76.7594144,39.0853867,46.0,America/New_York,MD
FDK,FREDERICK MUNI APT,-77.37431,39.41758,92.0,America/New_York,MD
GAI,Gaithersburg,-77.166,39.1683333,164.3,America/New_York,MD
HGR,HAGERSTOWN REGIONAL,-77.72972,39.70778,215.0,America/New_York,MD
2W6,Leonardtown,-76.5501111,38.3153611,43.3,America/New_York,MD
2G4,Oakland,-79.3394167,39.5802778,894.0,America/New_York,MD
OXB,OCEAN CITY MUNI,-75.12389,38.30833,4.0,America/New_York,MD
NHK,PATUXENT RIVER NAS,-76.41178,38.28598,12.0,America/New_York,MD
APG,PHILLIPS AAF/ABERDN,-76.16881,39.46622,18.0,America/New_York,MD
RJD,Ridgely,-75.8663,38.9701,20.0,America/New_York,MD
SBY,SALISBURY REGIONAL,-75.5103,38.3405,16.0,America/New_York,MD
W29,Stevensville,-76.3296389,38.9763889,5.0,America/New_York,MD
NUI,St Inigoes,-76.4284722,38.146,6.7,America/New_York,MD
DMW,Westminster,-77.0076667,39.6082778,240.5,America/New_York,MD
LEW,AUBURN-LEWISTON,-70.28351,44.04847,88.0,America/New_York,ME
AUG,AUGUSTA STATE ARPT,-69.8,44.32,107.0,America/New_York,ME
BGR,BANGOR INTL ARPT,-68.82814,44.80744,59.0,America/New_York,ME
BHB,Bar Habor,-68.361291,44.449602,24.0,America/New_York,ME
BXM,Brunswick,-69.93882,43.8923,19.0,America/New_York,ME
NHZ,BRUNSWICK NAS,-69.93861,43.89222,23.0,America/New_York,ME
CAR,CARIBOU MUNICIPAL,-68.02,46.87,190.0,America/New_York,ME
40B,CLAYTON LAKE,-69.531,46.609,314.0,America/New_York,ME
EPM,EASTPORT,-67.01269,44.91011,14.0,America/New_York,ME
FVE,FRENCHVILLE,-68.31272,47.2855,301.0,America/New_York,ME
IZG,FRYEBERG,-70.94787,43.99114,138.0,America/New_York,ME
GNR,Greenville,-69.59528,45.46222,316.0,America/New_York,ME
HUL,HOULTON INTL ARPT,-67.79206,46.12308,150.0,America/New_York,ME
MLT,MILLINOCKET MUNI,-68.68556,45.64784,124.0,America/New_York,ME
OLD,OLD TOWN/DEWITT,-68.67433,44.9525,39.0,America/New_York,ME
PWM,PORTLAND INTL JET,-70.30442,43.64243,19.0,America/New_York,ME
PQI,PRESQUE ISLE (AWOS),-68.04481,46.68897,146.0,America/New_York,ME
8B0,Rangeley,-70.6646,44.9919,552.5081,America/New_York,ME
RKD,ROCKLAND/KNOX(AWOS),-69.09926,44.06007,17.0,America/New_York,ME
SFM,SANFORD MUNI (AWOS),-70.708,43.39386,74.0,America/New_York,ME
WVL,WATERVILLE (AWOS),-69.67553,44.53325,101.0,America/New_York,ME
IWI,WISCASSET,-69.71256,43.96142,21.0,America/New_York,ME
ADG,ADRIAN,-84.0773058,41.8676739,241.0,America/Detroit,MI
AMN,Alma,-84.6879492,43.3221425,229.8,America/Detroit,MI
APN,ALPENA,-83.56444,45.07167,210.0,America/Detroit,MI
ARB,ANN ARBOR,-83.73972,42.22396,251.0,America/Detroit,MI
BAX,BAD AXE,-82.98542,43.78022,234.0,America/Detroit,MI
BTL,BATTLE CREEK,-85.25148,42.30728,290.0,America/Detroit,MI
SJX,BEAVER ISLAND,-85.56661,45.69226,204.0,America/Detroit,MI
ACB,BELLAIRE,-85.19836,44.98858,190.0,America/Detroit,MI
BEH,BENTON HARBOR,-86.4285,42.12858,191.0,America/Detroit,MI
RQB,BIG RAPIDS,-85.50407,43.72263,302.0,America/Detroit,MI
BFA,Boyne Falls,-84.9241,45.1658,216.0,America/Detroit,MI
CAD,CADILLAC/WEXFORD,-85.41892,44.27533,398.0,America/Detroit,MI
CFS,Caro,-83.4454,43.4588,214.0,America/Detroit,MI
CVX,CHARLEVOIX,-85.27472,45.30472,204.0,America/Detroit,MI
FPK,CHARLOTTE,-84.81143,42.57451,272.0,America/Detroit,MI
SLH,CHEBOYGAN,-84.51927,45.65371,195.0,America/Detroit,MI
CIU,CHIPPEWA INTL,-84.47,46.25,244.0,America/Detroit,MI
OEB,COLDWATER,-85.0525,41.93333,292.0,America/Detroit,MI
P59,Copper Harbor,-87.875059,47.46741314,185.0,America/Detroit,MI
DET,DETROIT/CITY AIR,-83.00986,42.40919,190.0,America/Detroit,MI
ONZ,DETROIT/GROSSE I,-83.16147,42.09908,180.0,America/Detroit,MI
DTW,DETROIT/WAYNE,-83.33,42.23,195.0,America/Detroit,MI
YIP,DETROIT/WILLOW,-83.53041,42.23793,215.0,America/Detroit,MI
DRM,Drummond Island,-83.7439342,46.0093114,203.6,America/Detroit,MI
ESC,ESCANABA,-87.09372,45.72267,187.0,America/Detroit,MI
FNT,FLINT,-83.74944,42.96667,233.0,America/Detroit,MI
FKS,Frankfort,-86.20081,44.625219,193.0,America/Detroit,MI
FFX,Freemont,-85.9948889,43.4393056,235.3,America/Detroit,MI
GLR,GAYLORD,-84.70362,45.01354,407.0,America/Detroit,MI
GDW,Gladwin,-84.4750197,43.9705894,234.0,America/Detroit,MI
GRR,Grand Rapids,-85.5229853,42.88210929,240.0,America/Detroit,MI
GOV,GRAYLING AF,-84.73,44.68,353.0,America/Detroit,MI
SAW,GWINN/SAWYER AFB,-87.39536,46.35364,372.0,America/Detroit,MI
CMX,HANCOCK,-88.48906,47.16842,326.0,America/Detroit,MI
MGN,HARBOR SPRINGS,-84.91338,45.42557,209.0,America/Detroit,MI
JYM,HILLSDALE,-84.58576,41.92126,360.0,America/Detroit,MI
BIV,HOLLAND,-86.09667,42.74611,208.0,America/Detroit,MI
HTL,HOUGHTON LAKE,-84.67111,44.35981,351.0,America/Detroit,MI
OZW,HOWELL,-83.98219,42.62943,293.0,America/Detroit,MI
Y70,Ionia,-85.0605572,42.9379975,249.3,America/Detroit,MI
IMT,IRON MOUNTAIN,-88.11456,45.81836,349.0,America/Menominee,MI
IWD,IRONWOOD,-90.1314,46.52747,375.0,America/Menominee,MI
JXN,JACKSON/REYNOLDS,-84.4594,42.25979,305.0,America/Detroit,MI
AZO,KALAMAZOO,-85.55194,42.23472,272.0,America/Detroit,MI
DUH,LAMBERTVILLE,-83.65528,41.73583,204.0,America/Detroit,MI
LAN,Lansing,-84.58,42.78,264.0,America/Detroit,MI
D95,Lapeer,-83.2723,43.0666,253.03745,America/Detroit,MI
LDM,LUDINGTON/MASON,-86.40792,43.96253,197.0,America/Detroit,MI
MCD,MACKINAC ISLAND,-84.63722,45.865,226.0,America/Detroit,MI
MBL,MANISTEE,-86.24689,44.27247,189.0,America/Detroit,MI
ISQ,MANISTIQUE,-86.17183,45.97464,209.0,America/Detroit,MI
P75,MANISTIQUE,-86.23,45.95,178.0,America/Detroit,MI
RMY,MARSHALL,-84.95544,42.25119,287.0,America/Detroit,MI
TEW,MASON,-84.42319,42.56578,280.0,America/Detroit,MI
MNM,MENOMINEE,-87.63844,45.12665,191.0,America/Menominee,MI
IKW,Midland,-84.2613056,43.6629167,193.5,America/Detroit,MI
TTF,MONROE,-83.43467,41.93989,188.0,America/Detroit,MI
MOP,MOUNT PLEASANT,-84.73722,43.62167,230.0,America/Detroit,MI
P53,Munising,-86.6508,46.4119,182.38113,America/Detroit,MI
MKG,MUSKEGON,-86.23667,43.17111,191.0,America/Detroit,MI
ERY,NEWBERRY,-85.45722,46.31111,265.0,America/Detroit,MI
OSC,OSCODA/WURTSMITH,-83.39417,44.45153,193.0,America/Detroit,MI
RNP,Owosso,-84.1389,42.9929,224.0,America/Detroit,MI
PLN,PELLSTON,-84.79672,45.57092,217.0,America/Detroit,MI
PTK,PONTIAC,-83.42008,42.6655,299.0,America/Detroit,MI
P58,PORT HOPE,-82.79306,44.02194,179.0,America/Detroit,MI
PHN,PORT HURON,-82.52886,42.91097,198.0,America/Detroit,MI
PZQ,Rogers City,-83.8129,45.4071,204.0,America/Detroit,MI
MBS,SAGINAW,-84.08,43.53,202.0,America/Detroit,MI
HYX,SAGINAW/BROWNE,-83.86233,43.43342,183.0,America/Detroit,MI
ANJ,SAULT STE MARIE,-84.36839,46.47922,218.0,America/Detroit,MI
MTC,SELFRIDGE ANGB,-82.8355,42.60833,177.0,America/Detroit,MI
LWA,South Haven,-86.25614,42.35083,203.0,America/Detroit,MI
8D4,Sparta,-85.67913,43.1274375,228.0,America/Detroit,MI
IRS,STURGIS/KIRSCH,-85.43892,41.81333,282.0,America/Detroit,MI
HAI,Three Rivers,-85.5933889,41.95975,251.0,America/Detroit,MI
TVC,TRAVERSE CIT,-85.58236,44.74164,190.0,America/Detroit,MI
VLL,Troy,-83.1779,42.5429,222.0,America/Detroit,MI
Y31,West Branch,-84.1798,44.2448,261.81284,America/Detroit,MI
AIT,AITKIN NDB,-93.6768,46.54842,367.0,America/Chicago,MN
AEL,ALBERT LEA,-93.36725,43.68153,383.0,America/Chicago,MN
AXN,ALEXANDRIA,-95.39467,45.86631,433.0,America/Chicago,MN
AQP,APPLETON MUNICIP,-96.00433,45.22753,311.0,America/Chicago,MN
AUM,AUSTIN MUNI,-92.93333,43.66472,375.0,America/Chicago,MN
BDE,BAUDETTE,-94.61222,48.72844,329.0,America/Chicago,MN
BJI,BEMIDJI,-94.93372,47.50943,420.0,America/Chicago,MN
BBB,BENSON MUNI,-95.65056,45.33194,317.0,America/Chicago,MN
FOZ,BIGFORK,-93.65019,47.78283,411.0,America/Chicago,MN
BRD,BRAINERD,-94.13083,46.40472,372.0,America/Chicago,MN
CFE,Buffalo,-93.8433036,45.1590469,295.0,America/Chicago,MN
CBG,CAMBRIDGE MUNI,-93.26418,45.55749,287.0,America/Chicago,MN
CNB,Canby,-96.26603,44.7295,363.0,America/Chicago,MN
COQ,CLOQUET,-92.50361,46.70113,390.0,America/Chicago,MN
CQM,COOK MUNI AIRPOR,-92.68944,47.82194,404.0,America/Chicago,MN
CDD,CRANE LAKE,-92.483,48.266,350.0,America/Chicago,MN
CKN,CROOKSTON MUNI,-96.62139,47.84167,273.0,America/Chicago,MN
DTL,DETROIT LAKES,-95.88558,46.82517,426.0,America/Chicago,MN
TOB,DODGE CENTER,-92.8315,44.01803,398.0,America/Chicago,MN
DLH,DULUTH,-92.19364,46.84208,435.0,America/Chicago,MN
DYT,DULUTH (SKY HARB,-92.04344,46.72186,186.0,America/Chicago,MN
Y63,Elbow Lake,-95.9919986,45.98607,367.0,America/Chicago,MN
ELO,Ely,-91.83706672,47.82873049,434.0478,America/Chicago,MN
EVM,EVELETH MUNI,-92.49808,47.42511,421.0,America/Chicago,MN
FRM,FAIRMONT MUNI,-94.41561,43.64394,354.0,America/Chicago,MN
FBL,FARIBAULT MUNI,-93.31083,44.32469,322.0,America/Chicago,MN
FFM,FERGUS FALLS,-96.15669,46.28439,361.0,America/Chicago,MN
FGN,FLAG ISLAND,-94.90278,49.31833,328.0,America/Chicago,MN
FSE,FOSSTON,-95.7735,47.59282,389.0,America/Chicago,MN
GYL,GLENCOE,-94.08121,44.75604,302.0,America/Chicago,MN
GHW,GLENWOOD,-95.32043,45.64389,425.0,America/Chicago,MN
GNA,GRAND MARAIS,-90.34566,47.74534,185.0,America/Chicago,MN
CKC,GRAND MARAIS/COO,-90.38294,47.83833,548.0,America/Chicago,MN
GPZ,GRAND RAPIDS,-93.50972,47.21111,413.0,America/Chicago,MN
GDB,Granite Falls,-95.5560169,44.7532819,319.0,America/Chicago,MN
HCO,HALLOCK,-96.943,48.75273,250.0,America/Chicago,MN
HIB,HIBBING,-92.83897,47.38658,412.0,America/Chicago,MN
04W,Hinckley,-92.8951744,46.0228681,311.0,America/Chicago,MN
HCD,HUTCHINSON,-94.3825,44.85989,323.0,America/Chicago,MN
INL,International Falls,-93.3955519,48.55946773,350.14554,America/Chicago,MN
MJQ,JACKSON MUNI,-94.98655,43.65004,441.0,America/Chicago,MN
LJF,LITCHFIELD,-94.50725,45.09714,348.0,America/Chicago,MN
LXL,LITTLE FALLS,-94.34694,45.94917,351.0,America/Chicago,MN
14Y,Long Prairie,-94.8738639,45.8982569,406.0,America/Chicago,MN
XVG,LONGVILLE,-94.20389,46.99,407.0,America/Chicago,MN
LYV,Luverne,-96.2157858,43.6211683,436.0,America/Chicago,MN
DXX,MADISON,-96.17786,44.98644,330.0,America/Chicago,MN
3N8,Mahnomen,-95.9281,47.2605,375.21597,America/Chicago,MN
MKT,MANKATO,-93.92,44.22,311.0,America/Chicago,MN
MGG,MAPLE LAKE,-93.98559,45.23599,313.0,America/Chicago,MN
MML,MARSHALL/RYAN,-95.82,44.45,359.0,America/Chicago,MN
HZX,McGregor,-93.3098111,46.6187972,374.0,America/Chicago,MN
ANE,MINNEAPLS/BLAINE,-93.21019,45.14489,278.0,America/Chicago,MN
MSP,MINNEAPOLIS,-93.23131,44.88537,265.0,America/Chicago,MN
MIC,Minneapolis - Crystal,-93.351087,45.06224011,261.65143,America/Chicago,MN
FCM,Minneapolis - Flying Cloud,-93.46073029,44.82610411,270.76904,America/Chicago,MN
LVN,MNPLS/AIRLAKE,-93.22729,44.6252,293.0,America/Chicago,MN
MVE,MONTEVIDEO,-95.71025,44.96905,315.0,America/Chicago,MN
JKJ,MOORHEAD MUNI,-96.66403,46.83928,280.0,America/Chicago,MN
MZH,MOOSE LAKE,-92.80478,46.41861,328.0,America/Chicago,MN
JMR,MORA,-93.27178,45.8861,309.0,America/Chicago,MN
MOX,MORRIS MUNI,-95.96719,45.56597,344.0,America/Chicago,MN
ULM,NEW ULM MUNI,-94.5,44.32,308.0,America/Chicago,MN
OVL,OLIVIA,-95.03278,44.77861,328.0,America/Chicago,MN
ORB,ORR,-92.85605,48.01592,397.0,America/Chicago,MN
VVV,ORTONVILLE,-96.42442,45.30566,335.0,America/Chicago,MN
OWA,OWATONNA,-93.26056,44.12333,350.0,America/Chicago,MN
PKD,PARK RAPIDS,-95.07,46.9,442.0,America/Chicago,MN
PEX,Paynesville,-94.7465917,45.372325,360.0,America/Chicago,MN
PWC,PINE RIVER REGIO,-94.3817,46.72479,395.0,America/Chicago,MN
PQN,PIPESTONE,-96.30041,43.98213,529.0,America/Chicago,MN
FKA,PRESTON (AWOS),-92.17972,43.67667,389.0,America/Chicago,MN
PNM,PRINCETON MUNI,-93.60822,45.55987,298.0,America/Chicago,MN
RYM,Ray Miller Army Field,-94.35748788,46.08949422,345.2554,America/Chicago,MN
RGK,RED WING,-92.48678,44.59153,239.0,America/Chicago,MN
RWF,REDWOOD FALL,-95.082,44.54689,311.0,America/Chicago,MN
RST,ROCHESTER,-92.4916,43.9041,403.0,America/Chicago,MN
9MN,Rochester / St Mary,-92.48306,44.0197569,355.0,America/Chicago,MN
ROX,ROSEAU MUNI,-95.69708,48.856,323.0,America/Chicago,MN
ROS,RUSH CITY,-92.953,45.698,281.0,America/Chicago,MN
D39,Sauk Centre,-94.9333975,45.7065622,379.2,America/Chicago,MN
BFW,Silver Bay,-91.409828,47.252063,333.57104,America/Chicago,MN
DVP,Slayton,-95.7826111,43.9867917,495.0,America/Chicago,MN
SGS,SOUTH ST PAUL,-93.03286,44.85714,250.0,America/Chicago,MN
SYN,Stanton Airfield,-93.01448805,44.47362713,280.0,America/Chicago,MN
SAZ,STAPLES,-94.8066,46.38088,392.0,America/Chicago,MN
STC,ST. CLOUD,-94.0513,45.5433,314.0,America/Chicago,MN
JYG,ST. JAMES,-94.55794,43.98632,325.0,America/Chicago,MN
STP,ST. PAUL,-93.06,44.93447,219.0,America/Chicago,MN
21D,St Paul / Lake Elmo,-92.8556667,44.9975,284.4,America/Chicago,MN
TVF,THIEF RIVER,-96.185,48.06567,340.0,America/Chicago,MN
P61,TOFTE (RAMOS),-90.82307,47.58796,241.0,America/Chicago,MN
TKC,Tracy,-95.6072,44.2491,408.0,America/Chicago,MN
TWM,TWO HARBORS,-91.745,47.04917,328.0,America/Chicago,MN
ADC,WADENA MUNI,-95.21095,46.45027,418.0,America/Chicago,MN
Y49,Walker,-94.6453,47.1595,410.99466,America/Chicago,MN
RRT,WARROAD,-95.34833,48.94139,327.0,America/Chicago,MN
ACQ,WASECA (AWOS),-93.55294,44.07346,343.0,America/Chicago,MN
VWU,WASKISH MUNI,-94.51667,48.15389,360.0,America/Chicago,MN
ETH,WHEATON NDB,-96.54354,45.78046,313.0,America/Chicago,MN
BDH,Willmar,-95.1304,45.1177,247.0,America/Chicago,MN
ILL,WILLMAR/RICE,-95.08881,45.11568,344.0,America/Chicago,MN
MWM,WINDOM MUNI AIRP,-95.10941,43.9134,430.0,America/Chicago,MN
ONA,WINONA MUNI,-91.70832,44.07721,200.0,America/Chicago,MN
OTG,WORTHINGTON,-95.57919,43.65506,480.0,America/Chicago,MN
VER,Booneville,-92.6827,38.9467,218.0,America/Chicago,MO
BBG,Branson,-93.2005444,36.5320819,397.0,America/Chicago,MO
FWB,Branson West Muni,-93.4022,36.6985,393.81003,America/Chicago,MO
H21,Camdenton,-92.6911944,37.9739722,323.0,America/Chicago,MO
OZS,Camdenton,-92.6912,37.974,324.93677,America/Chicago,MO
EZZ,Cameron,-94.2764,39.7276,310.52643,America/Chicago,MO
CGI,CAPE GIRARDEAU,-89.57075,37.22532,102.0,America/Chicago,MO
CDJ,CHILLICOTHE,-93.57917,39.82333,234.0,America/Chicago,MO
GLY,Clinton,-93.6841769,38.3565731,250.5,America/Chicago,MO
COU,COLUMBIA,-92.2183,38.8169,271.0,America/Chicago,MO
FAM,FARMINGTON,-90.42861,37.76103,288.0,America/Chicago,MO
TBN,FORT LEONARD WOO,-92.14074,37.74163,353.0,America/Chicago,MO
HAE,Hannibal,-91.4438611,39.7251667,235.19081,America/Chicago,MO
LRY,Harrisonville,-94.3421,38.611,271.57797,America/Chicago,MO
JEF,JEFFERSON CITY,-92.15614,38.59118,168.0,America/Chicago,MO
JLN,Joplin,-94.4952,37.1522,293.32205,America/Chicago,MO
AIZ,KAISER MEM,-92.54949,38.09604,265.0,America/Chicago,MO
MKC,KANSAS CITY/DNTN,-94.593,39.123,227.0,America/Chicago,MO
MCI,KANSAS CITY/INTL,-94.71391,39.29761,320.0,America/Chicago,MO
TKX,Kennett,-90.0366411,36.2258619,78.21002,America/Chicago,MO
IRK,KIRKSVILLE,-92.54333,40.09722,293.0,America/Chicago,MO
LBO,Lebanon,-92.6524,37.6483,401.23248,America/Chicago,MO
LXT,Lee s Summit,-94.3713611,38.9596944,306.0,America/Chicago,MO
MAW,Malden,-89.9922,36.6005,88.33055,America/Chicago,MO
MHL,Marshall,-93.2028,39.0955,238.50627,America/Chicago,MO
EVU,Maryville,-94.915,40.3525,346.99048,America/Chicago,MO
MYJ,Mexico,-91.8183,39.1575,248.04445,America/Chicago,MO
MBY,Moberly,-92.4244,39.464,263.82602,America/Chicago,MO
HFJ,Monett,-94.0127583,36.9062153,400.5,America/Chicago,MO
GPH,Mosby,-94.3096389,39.3325,232.74814,America/Chicago,MO
PCD,Perryville,-89.8651,37.8667,110.893,America/Chicago,MO
K02,Perryville,-89.8621,37.8687,113.6775,America/Chicago,MO
POF,POPULAR BLUFF,-90.32486,36.77394,99.0,America/Chicago,MO
DMO,SEDALIA,-93.17591,38.70741,274.0,America/Chicago,MO
SIK,Sikeston,-89.5577,36.9027,92.40192,America/Chicago,MO
SGF,SPRINGFIELD,-93.3897,37.2397,390.0,America/Chicago,MO
SET,ST. CHARLES,-90.43,38.93,134.0,America/Chicago,MO
STJ,ST. JOSEPH,-94.90971,39.77194,247.0,America/Chicago,MO
STL,ST. LOUIS,-90.3734,38.75245,171.0,America/Chicago,MO
SUS,ST. LOUIS/SPIRIT,-90.65583,38.65722,141.0,America/Chicago,MO
UUV,Sullivan Regional,-91.1643,38.2335,281.0,America/Chicago,MO
VIH,VICHY/ROLLA,-91.77,38.13,333.0,America/Chicago,MO
RCM,Warrensburg,-93.8028611,38.7841667,243.0,America/Chicago,MO
RAW,Warsaw,-93.3454,38.3469,285.56042,America/Chicago,MO
FYG,Washington,-90.9938056,38.5875833,146.34282,America/Chicago,MO
UNO,WEST PLAINS,-91.90268,36.87843,372.0,America/Chicago,MO
SZL,WHITEMAN AFB,-93.54799,38.73029,265.0,America/Chicago,MO
M40,Aberdeen,-88.4897,33.8738,67.64834,America/Chicago,MS
PMU,Batesville,-89.8929,34.3635,65.71205,America/Chicago,MS
HSA,BAY_ST._LOUIS,-89.45461,30.36781,7.0,America/Chicago,MS
01M,Belmont,-88.2011,34.4917,173.01176,America/Chicago,MS
1R7,Brookhaven,-90.4093158,31.6058475,149.0,America/Chicago,MS
CKM,Clarksdale,-90.5123056,34.2997222,52.7,America/Chicago,MS
RNV,Cleveland,-90.7579,33.7611,41.995564,America/Chicago,MS
0R0,Columbia,-89.8128,31.297,78.9417,America/Chicago,MS
CBM,COLUMBUS AFB,-88.44383,33.64383,67.0,America/Chicago,MS
CRX,Corinth,-88.6035,34.915,129.0,America/Chicago,MS
GTR,GOLDEN TRI(AWOS),-88.59136,33.45033,80.0,America/Chicago,MS
GLH,GREENVILLE MUNI,-90.98561,33.48288,40.0,America/Chicago,MS
GWO,GREENWOOD/LEFLORE,-90.08471,33.49433,47.0,America/Chicago,MS
GNF,Grenada,-89.7982,33.8325,58.33205,America/Chicago,MS
GPT,GULFPORT-BILOXI,-89.0701,30.40727,9.0,America/Chicago,MS
HBG,HATTIESBURG MUNI,-89.25289,31.26494,46.0,America/Chicago,MS
IDL,Indianola,-90.6789,33.4857,37.0,America/Chicago,MS
MYT,Innovator (GoM),-89.615,28.2206,0.0,America/Chicago,MS
15M,Iuka,-88.1659,34.7723,183.0,America/Chicago,MS
HKS,JACKSON/HAWKINS FIELD,-90.22253,32.33478,104.0,America/Chicago,MS
JAN,JACKSON/THOMPSON,-90.08,32.32,101.0,America/Chicago,MS
BIX,KEESLER AFB/BILOXI,-88.92443,30.41043,10.0,America/Chicago,MS
LUL,Laurel,-89.1728,31.673,72.77247,America/Chicago,MS
LMS,Louisville - Winston,-89.0625,33.1462,174.0,America/Chicago,MS
MBO,Madison,-90.1014,32.4384,99.62559,America/Chicago,MS
MIS,Main Pass 140B,-88.842,29.296,32.0,America/Chicago,MS
MCB,MCCOMB/LEWIS FIELD,-90.47,31.18,126.0,America/Chicago,MS
MEI,MERIDIAN/KEY FIELD,-88.75107,32.33475,94.0,America/Chicago,MS
NMM,MERIDIAN NAS/MCCAIN,-88.55556,32.55208,97.0,America/Chicago,MS
NJW,Meridian Range,-88.8317,32.7962,162.77052,America/Chicago,MS
IKT,Nakika,-88.2889,28.5208,25.0,America/Chicago,MS
HEZ,NATCHEZ/HARDY(AWOS),-91.29734,31.61366,83.0,America/Chicago,MS
OLV,Olive Branch,-89.7868611,34.97875,122.5,America/Chicago,MS
UOX,Oxford,-89.5368056,34.3843333,137.8,America/Chicago,MS
PQL,PASCAGOULA,-88.53194,30.46361,5.0,America/Chicago,MS
MPE,Philadelphia,-89.126,32.799,137.0,America/Chicago,MS
MJD,Picayune,-89.6511944,30.4874722,16.35223,America/Chicago,MS
PIB,PINE BELT RGNL AWOS,-89.33706,31.46714,91.0,America/Chicago,MS
JVW,Raymond,-90.4105,32.3045,75.0,America/Chicago,MS
M16,Raymond,-90.4105278,32.3044722,75.3,America/Chicago,MS
STF,Starkville,-88.8486,33.4331,97.25019,America/Chicago,MS
UTA,TUNICA MUNICIPAL AIRPORT,-90.34667,34.68111,59.0,America/Chicago,MS
TUP,Tupelo,-88.77128708,34.26224874,103.0,America/Chicago,MS
VKS,Vicksburg,-90.92819,32.23913,30.116438,America/Chicago,MS
DLP,West Delta,-89.54722,29.12139,0.0,America/Chicago,MS
5A6,Winona,-89.7302,33.465,106.49329,America/Chicago,MS
3U3,Anaconda,-112.8678,46.1531,1524.888,America/Denver,MT
BHK,BAKER,-104.25945,46.34764,906.0,America/Denver,MT
00U,Big Horn County,-107.6604,45.7444,914.23517,America/Denver,MT
6S0,Big Timber,-109.9736,45.8063,1363.9315,America/Denver,MT
BIL,BILLINGS/LOGAN INTL,-108.5422,45.8069,1088.0,America/Denver,MT
BZN,BOZEMAN/GALLATIN,-111.16083,45.78806,1364.0,America/Denver,MT
BTM,BUTTE/BERT MOONEY,-112.49747,45.95481,1690.0,America/Denver,MT
S71,Chinook Edgar G Obie,-109.2506,48.5921,736.0,America/Denver,MT
CII,Choteau,-112.1683,47.8283,1200.3715,America/Denver,MT
4U6,Circle Town,-105.5619,47.4186,735.0,America/Denver,MT
M46,Colstrip,-106.7093,45.8528,1044.0,America/Denver,MT
S85,Culbertson - Big Sky Field,-104.5041,48.1533,589.507,America/Denver,MT
CTB,CUT BANK (AWOS),-112.37615,48.60835,1175.0,America/Denver,MT
38S,Deer Lodge,-112.7646,46.3867,1415.5457,America/Denver,MT
DLN,DILLON AIRPORT,-112.55251,45.25536,1597.0,America/Denver,MT
3DU,DRUMMOND,-113.15,46.66667,1202.0,America/Denver,MT
EKS,Ennis,-111.6486,45.2718,1630.2418,America/Denver,MT
88M,Eureka,-115.0764,48.9738,813.0,America/Denver,MT
1S3,Forsyth Tillitt Field,-106.6239,46.2712,831.0,America/Denver,MT
79S,Fort Benton,-110.6365,47.8451,874.0,America/Denver,MT
GGW,GLASGOW INTL ARPT,-106.6214,48.2138,700.0,America/Denver,MT
GDV,GLENDIVE(AWOS),-104.8072,47.13872,749.0,America/Denver,MT
1GM,Golf,-112.1,47.33,1320.7723,America/Denver,MT
MVH,Grassrange,-108.9368342,46.83807,1338.9896,America/Denver,MT
GTF,GREAT FALLS INTL,-111.3822,47.4733,1115.0,America/Denver,MT
HRF,Hamilton,-114.1246,46.254631,1098.9084,America/Denver,MT
HMM,HAMILTON/RAVALLI CO,-114.15,46.25,1110.0,America/Denver,MT
3HT,Harlowton,-109.84,46.42,1300.0,America/Denver,MT
HVR,Havre,-109.7633,48.5428,792.0,America/Denver,MT
HLN,HELENA REGIONAL,-111.9636,46.6056,1188.0,America/Denver,MT
JDN,JORDAN (RAMOS),-106.9475,47.32583,811.0,America/Denver,MT
GPI,KALISPELL,-114.2636,48.3042,908.0,America/Denver,MT
1KM,Kilo,-109.8,46.45,1319.7548,America/Denver,MT
6S8,Laurel,-108.7611,45.7031,1057.7766,America/Denver,MT
LWT,LEWISTOWN MUNICIPAL,-109.46669,47.04925,1270.0,America/Denver,MT
S59,Libby,-115.4902,48.2838,792.0,America/Denver,MT
1LM,Lima,-109.7333,46.7,1402.601,America/Denver,MT
LVM,LIVINGSTON/MISSION,-110.45,45.7,1419.0,America/Denver,MT
GFA,MALMSTROM AFB,-111.18733,47.50467,1075.0,America/Denver,MT
M75,Malta,-107.9179,48.3689,683.2729,America/Denver,MT
MLS,MILES CITY,-105.88625,46.42797,801.0,America/Denver,MT
MSO,MISSOULA/BELL FIELD,-114.0925,46.9208,972.0,America/Denver,MT
S34,Plains,-114.9071,47.4736,748.0,America/Denver,MT
PWD,Plentywood Sher-Wood,-104.5232,48.7886,680.1436,America/Denver,MT
PO1,Poplar,-105.1621,48.1344,617.0,America/Denver,MT
7S0,Ronanairport,-114.1001,47.5683,938.3832,America/Denver,MT
RPX,Roundup,-108.5434,46.475,1049.5825,America/Denver,MT
9S2,Scobey,-105.4361,48.8078,733.7632,America/Denver,MT
SBX,Shelby,-111.8712,48.5407,1045.0,America/Denver,MT
SDY,SIDNEY-RICHLAND,-104.19256,47.70686,605.0,America/Denver,MT
8S0,STARR-BROWNING AIRSTRIP AIRPORT,-113.11481,48.60136,1419.0,America/Denver,MT
3TH,Thompson Falls,-115.37,47.6,723.0,America/Denver,MT
THM,Thompson Falls,-115.2807,47.5735,749.23517,America/Denver,MT
9S5,Three Forks,-111.5619,45.8827,1244.9696,America/Denver,MT
RVF,Twin Bridges,-112.302277,45.5354167,1449.7709,America/Denver,MT
